title,price,status,rate,description
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",£19.43,In stock,3,"In 1959 when her mother dies, twelve-year-old Ayumi leaves her home in Japan to find her American father. Biracial, she is confronted with a resentful half-sister and a racist stepmother. She wants to be accepted by her new family, but how much of her true self must she give up? Ayumi’s only solace is her music. When she is deprived of her violin, she shocks even herself b In 1959 when her mother dies, twelve-year-old Ayumi leaves her home in Japan to find her American father. Biracial, she is confronted with a resentful half-sister and a racist stepmother. She wants to be accepted by her new family, but how much of her true self must she give up? Ayumi’s only solace is her music. When she is deprived of her violin, she shocks even herself by doing the unthinkable. ...more"
Close to You,£49.46,In stock,4,"While volunteering at a youth camp in the Ozark Mountains, Carmen Riley sponsors a challenging group of teenage girls. She longs to make a difference in their lives, but unsettling news from home rattles her confidence. When Carmen meets a charming young pastor, will his wise advice give her the courage she desperately needs? After discovering that the camp is in danger of While volunteering at a youth camp in the Ozark Mountains, Carmen Riley sponsors a challenging group of teenage girls. She longs to make a difference in their lives, but unsettling news from home rattles her confidence. When Carmen meets a charming young pastor, will his wise advice give her the courage she desperately needs? After discovering that the camp is in danger of closing, Pastor Andrew vows to save it. With Carmen's help, he rallies a group of sponsors to come up with a plan of action. However, the task could cost him much more than he bargains for. In a race against time, a common goal unites them, but unforeseen circumstances threaten to tear them apart. Will their relationship and faith in God endure long enough to see Beauty Restored? ...more"
Chasing Heaven: What Dying Taught Me About Living,£37.80,In stock,2,"Taking place during Batman's early days of crime fighting, this new edition of the classic mystery tells the story of a mysterious killer who murders his prey only on holidays. Working with District Attorney Harvey Dent and Lieutenant James Gordon, Batman races against the calendar as he tries to discover who Holiday is before he claims his next victim each month. A myster Taking place during Batman's early days of crime fighting, this new edition of the classic mystery tells the story of a mysterious killer who murders his prey only on holidays. Working with District Attorney Harvey Dent and Lieutenant James Gordon, Batman races against the calendar as he tries to discover who Holiday is before he claims his next victim each month. A mystery that has the reader continually guessing the identity of the killer, this story also ties into the events that transform Harvey Dent into Batman's deadly enemy, Two-Face.This edition includes original 13-issue series as well as four additional story pages cut from the original series, which are presented fully colored and restored to their place in the story.  Also featured are sketches and an introduction by the director and writer of The Dark Knight Rises, Christopher Nolan and David Goyer. ...more"
Big Magic: Creative Living Beyond Fear,£30.80,In stock,3,"A disgraced scholar running from her past and an entrepreneur chasing his future find themselves thrown together—and fall in love—on a Tolkien tour of New Zealand.Allison Shire (yes, like where the Hobbits live) is a disgraced academic who is done with love. Her belief in “happily ever after” ended the day she discovered her husband was still married to a wife she knew not A disgraced scholar running from her past and an entrepreneur chasing his future find themselves thrown together—and fall in love—on a Tolkien tour of New Zealand.Allison Shire (yes, like where the Hobbits live) is a disgraced academic who is done with love. Her belief in “happily ever after” ended the day she discovered her husband was still married to a wife she knew nothing about. She finally finds a use for her English degree by guiding tours through the famous sites featured in the Lord of the Rings and The Hobbit movies. By living life on the road and traveling New Zealand as a luxury tour guide, Allison manages to outrun the pain of her past she can’t face.Jackson Gregory was on the cusp of making it big. Then suddenly his girlfriend left him—for his biggest business competitor—and took his most guarded commercial secrets with her. To make matters worse, the Iowa farm that has been in his family for generations is facing foreclosure. Determined to save his parents from financial ruin, he’ll do whatever it takes to convince his wealthy great-uncle to invest in his next scheme, which means accompanying him to the bottom of the world to spend three weeks pretending to be a die-hard Lord of the Rings fan, even though he knows nothing about the stories. The one thing that stands between him and his goal is a know-it-all tour guide who can’t stand him and pegged him as a fake the moment he walked off the plane.When Allison leads the group through the famous sites of the Tolkien movies, she and Jackson start to see each other differently, and as they keep getting thrown together on the tour, they find themselves drawn to each other. Neither expected to fall in love again, but can they find a way beyond their regrets to take a chance on the one thing they’re not looking for? ...more"
Becoming Wise: An Inquiry into the Mystery and Art of Living,£27.43,In stock,2,"From the author of the New York Times bestseller, Waking Up in Heaven, comes an extraordinary story about Crystal McVea’s personal transformation after visiting heaven and how readers can experience heaven themselves—and live a more meaningful life.On December 10, 2009, Crystal McVea was being treated in a hospital for pancreatitis. Her heart stopped pumping for nine minut From the author of the New York Times bestseller, Waking Up in Heaven, comes an extraordinary story about Crystal McVea’s personal transformation after visiting heaven and how readers can experience heaven themselves—and live a more meaningful life.On December 10, 2009, Crystal McVea was being treated in a hospital for pancreatitis. Her heart stopped pumping for nine minutes before doctors managed to revive her. In those nine minutes, she went to heaven, stood with God, and was forever changed.Ever since Crystal’s incredible experience, her life has been profoundly different. She has become a brand new person in every conceivable way—heart, mind, soul, and spirit. By dying, Crystal learned how to live. Crystal realized that heaven is real and our true home, but we are still meant to have meaningful lives full of passion and purpose right here on earth. She believes we have to chase heaven while we are still alive and allow God to turn our lukewarm love into a firestorm of faith. Chasing Heaven is the story of how God called to Crystal, what He told her, and how she found a way to get closer to Him again here on earth.Crystal assures us that we don’t have to die and go to heaven in order to ignite our faith. We also don’t have to abandon the lives we have in order to experience God and heaven. Chasing Heaven is about following the path to the Lord, and discovering your spiritual destiny.The journey that followed Crystal’s time in heaven has been difficult, complicated, and surprising—full of twists and turns, setbacks and triumphs, drama and comedy, and everything that makes life so messy and beautiful. ...more"
Beauty Restored (Riley Family Legacy Novellas #3),£11.11,In stock,2,"This masterpiece of modern comics storytelling brings to vivid life a dark world and an even darker man. Together with inker Klaus Janson and colorist Lynn Varley, writer/artist Frank Miller completely reinvents the legend of Batman in his saga of a near-future Gotham City gone to rot, ten years after the Dark Knight's retirement. Crime runs rampant in the streets, and the This masterpiece of modern comics storytelling brings to vivid life a dark world and an even darker man. Together with inker Klaus Janson and colorist Lynn Varley, writer/artist Frank Miller completely reinvents the legend of Batman in his saga of a near-future Gotham City gone to rot, ten years after the Dark Knight's retirement. Crime runs rampant in the streets, and the man who was Batman is still tortured by the memories of his parents' murders. As civil society crumbles around him, Bruce Wayne's long-suppressed vigilante side finally breaks free of its self-imposed shackles. The Dark Knight returns in a blaze of fury, taking on a whole new generation of criminals and matching their level of violence. He is soon joined by this generation's Robin — a girl named Carrie Kelley, who proves to be just as invaluable as her predecessors.But can Batman and Robin deal with the threat posed by their deadliest enemies, after years of incarceration have made them into perfect psychopaths? And more important, can anyone survive the coming fallout of an undeclared war between the superpowers - or a clash of what were once the world's greatest superheroes?Over fifteen years after its debut, 'Batman: The Dark Knight Returns' remains an undisputed classic and one of the most influential stories ever told in the comics medium.Collecting BATMAN: THE DARK KNIGHT RETURNS #1-4 ...more"
Batman: The Long Halloween (Batman),£36.50,In stock,2,"Readers of all ages and walks of life have drawn inspiration and empowerment from Elizabeth Gilbert’s books for years. Now this beloved author digs deep into her own generative process to share her wisdom and unique perspective about creativity. With profound empathy and radiant generosity, she offers potent insights into the mysterious nature of inspiration. She asks us t Readers of all ages and walks of life have drawn inspiration and empowerment from Elizabeth Gilbert’s books for years. Now this beloved author digs deep into her own generative process to share her wisdom and unique perspective about creativity. With profound empathy and radiant generosity, she offers potent insights into the mysterious nature of inspiration. She asks us to embrace our curiosity and let go of needless suffering. She shows us how to tackle what we most love, and how to face down what we most fear. She discusses the attitudes, approaches, and habits we need in order to live our most creative lives. Balancing between soulful spirituality and cheerful pragmatism, Gilbert encourages us to uncover the “strange jewels” that are hidden within each of us. Whether we are looking to write a book, make art, find new ways to address challenges in our work,  embark on a dream long deferred, or simply infuse our everyday lives with more mindfulness and passion, Big Magic cracks open a world of wonder and joy. ...more"
Batman: The Dark Knight Returns (Batman),£15.38,In stock,5,"Researcher and thought leader Dr. Brené Brown offers a powerful new vision that encourages us to dare greatly: to embrace vulnerability and imperfection, to live wholeheartedly, and to courageously engage in our lives. “It is not the critic who counts; not the man who points out how the strong man stumbles, or where the doer of deeds could have done them better. The credit Researcher and thought leader Dr. Brené Brown offers a powerful new vision that encourages us to dare greatly: to embrace vulnerability and imperfection, to live wholeheartedly, and to courageously engage in our lives. “It is not the critic who counts; not the man who points out how the strong man stumbles, or where the doer of deeds could have done them better. The credit belongs to the man who is actually in the arena, whose face is marred by dust and sweat and blood; who strives valiantly; . . . who at best knows in the end the triumph of high achievement, and who at worst, if he fails, at least fails while daring greatly.” —Theodore RooseveltEvery day we experience the uncertainty, risks, and emotional exposure that define what it means to be vulnerable, or to dare greatly. Whether the arena is a new relationship, an important meeting, our creative process, or a difficult family conversation, we must find the courage to walk into vulnerability and engage with our whole hearts.In Daring Greatly, Dr. Brown challenges everything we think we know about vulnerability. Based on twelve years of research, she argues that vulnerability is not weakness, but rather our clearest path to courage, engagement, and meaningful connection. The book that Dr. Brown’s many fans have been waiting for, Daring Greatly will spark a new spirit of truth—and trust—in our organizations, families, schools, and communities. ...more"
Ayumi's Violin,£15.48,In stock,2,"They call me a slut. Maybe I am.Sometimes I do things I despise.Sometimes men take without asking.But I have a musical gift, only a year left of high school, and a plan.With one obstacle.Emeric Marceaux doesn’t just take.He seizes my will power and bangs it like a dark note.When he commands me to play, I want to give him everything.I kneel for his punishments, tremble for They call me a slut. Maybe I am.Sometimes I do things I despise.Sometimes men take without asking.But I have a musical gift, only a year left of high school, and a plan.With one obstacle.Emeric Marceaux doesn’t just take.He seizes my will power and bangs it like a dark note.When he commands me to play, I want to give him everything.I kneel for his punishments, tremble for his touch, and risk it all for our stolen moments.He’s my obsession, my master, my music.And my teacher. ...more"
Anonymous,£46.82,In stock,4,"“Dionne's expertise is evident in this finely crafted and convincing work.” —The Los Angeles TimesFrom one of our most engaging political reporters and the author of Why Americans Hate Politics; the story of conservatism from the Goldwater 1960s to the present day Tea Party that has resulted in broken promises and an ideological purity that drives moderate Republicans away “Dionne's expertise is evident in this finely crafted and convincing work.” —The Los Angeles TimesFrom one of our most engaging political reporters and the author of Why Americans Hate Politics; the story of conservatism from the Goldwater 1960s to the present day Tea Party that has resulted in broken promises and an ideological purity that drives moderate Republicans away.Why the Right Went Wrong offers a historical view of the right since the 1960s. Its core contention is that American conservatism and the Republican Party took a wrong turn when they adopted Barry Goldwater’s worldview during and after the 1964 campaign. The radicalism of today’s conservatism is not the product of the Tea Party, Washington Post columnist E.J. Dionne writes. The Tea Partiers are the true heirs to Goldwater ideology. The purity movement did more than drive moderates out of the Republican Party—it beat back alternative definitions of conservatism.Since 1968, no conservative administration—not Nixon not Reagan not two Bushes—could live up to the rhetoric rooted in the Goldwater movement that began to reshape American politics fifty years ago. The collapse of the Nixon presidency led to the rise of Ronald Reagan, the defeat of George H.W. Bush, to Newt Gingrich’s revolution. Bush initially undertook a partial modernization, preaching “compassionate conservatism” and a “Fourth Way” to Clinton’s “Third Way.” Conservatives quickly defined him as an advocate of “big government” and not conservative enough on spending, immigration, education, and Medicare. A return to the true faith was the only prescription on order. The result was the Tea Party, which Dionne says, was as much a reaction to Bush as to Obama.The state of the Republican party, controlled by the strictest base, is diminished, Dionne writes. It has become white and older in a country that is no longer that. It needs to come back to life for its own health and that of the country’s, and in Why the Right Went Wrong, he explains how. ...more"
Amy Meets the Saints and Sages,£18.46,In stock,3,"From the internationally bestselling author of No god but God comes a fascinating, provocative, and meticulously researched biography that challenges long-held assumptions about the man we know as Jesus of Nazareth.Two thousand years ago, an itinerant Jewish preacher and miracle worker walked across the Galilee, gathering followers to establish what he called the “Kingdom From the internationally bestselling author of No god but God comes a fascinating, provocative, and meticulously researched biography that challenges long-held assumptions about the man we know as Jesus of Nazareth.Two thousand years ago, an itinerant Jewish preacher and miracle worker walked across the Galilee, gathering followers to establish what he called the “Kingdom of God.” The revolutionary movement he launched was so threatening to the established order that he was captured, tortured, and executed as a state criminal.Within decades after his shameful death, his followers would call him God.Sifting through centuries of mythmaking, Reza Aslan sheds new light on one of history’s most influential and enigmatic characters by examining Jesus through the lens of the tumultuous era in which he lived: first-century Palestine, an age awash in apocalyptic fervor. Scores of Jewish prophets, preachers, and would-be messiahs wandered through the Holy Land, bearing messages from God. This was the age of zealotry—a fervent nationalism that made resistance to the Roman occupation a sacred duty incumbent on all Jews. And few figures better exemplified this principle than the charismatic Galilean who defied both the imperial authorities and their allies in the Jewish religious hierarchy.Balancing the Jesus of the Gospels against the historical sources, Aslan describes a man full of conviction and passion, yet rife with contradiction; a man of peace who exhorted his followers to arm themselves with swords; an exorcist and faith healer who urged his disciples to keep his identity a secret; and ultimately the seditious “King of the Jews” whose promise of liberation from Rome went unfulfilled in his brief lifetime. Aslan explores the reasons why the early Christian church preferred to promulgate an image of Jesus as a peaceful spiritual teacher rather than a politically conscious revolutionary. And he grapples with the riddle of how Jesus understood himself, the mystery that is at the heart of all subsequent claims about his divinity.Zealot yields a fresh perspective on one of the greatest stories ever told even as it affirms the radical and transformative nature of Jesus of Nazareth’s life and mission. The result is a thought-provoking, elegantly written biography with the pulse of a fast-paced novel: a singularly brilliant portrait of a man, a time, and the birth of a religion. ...more"
Amid the Chaos,£36.58,In stock,1,"The summer before Ivy’s senior year is going to be golden; all bonfires, barbeques, and spending time with her best friends. For once, she will just get to be. No summer classes, none of Granddad’s intense expectations to live up to the family name. For generations, the Milbourn women have lead extraordinary lives—and died young and tragically. Granddad calls it a legacy, The summer before Ivy’s senior year is going to be golden; all bonfires, barbeques, and spending time with her best friends. For once, she will just get to be. No summer classes, none of Granddad’s intense expectations to live up to the family name. For generations, the Milbourn women have lead extraordinary lives—and died young and tragically. Granddad calls it a legacy, but Ivy considers it a curse. Why else would her mother have run off and abandoned her as a child?But when her mother unexpectedly returns home with two young daughters in tow, all of the stories Ivy wove to protect her heart start to unravel. The very people she once trusted now speak in lies. And all of Ivy’s ambition and determination cannot defend her against the secrets of the Milbourn past…. ...more"
Amatus,£50.54,In stock,5,"Following the New York Times #1 bestselling original graphic novels Batman: Earth One, Volume One and Superman: Earth One Volumes One and Two comes Wonder Woman: Earth One, Volume One!Critically acclaimed, best-selling writer Grant Morrison (All-Star Superman, Batman, Inc.) once again pushes the boundaries of the graphic novel page in his mind-bending new take on the most Following the New York Times #1 bestselling original graphic novels Batman: Earth One, Volume One and Superman: Earth One Volumes One and Two comes Wonder Woman: Earth One, Volume One!Critically acclaimed, best-selling writer Grant Morrison (All-Star Superman, Batman, Inc.) once again pushes the boundaries of the graphic novel page in his mind-bending new take on the most powerful woman in the DC Universe. With stunning art by Yanick Paquette (Swamp Thing), Wonder Woman: Earth One, Volume One is an easily accessible jumping on point for new readers. ...more"
Agnostic: A Spirited Manifesto,£12.51,In stock,5,"When a beautiful, aspiring writer strides into the East Village bookstore where Joe Goldberg works, he does what anyone would do: he Googles the name on her credit card.There is only one Guinevere Beck in New York City. She has a public Facebook account and Tweets incessantly, telling Joe everything he needs to know: she is simply Beck to her friends, she went to Brown Uni When a beautiful, aspiring writer strides into the East Village bookstore where Joe Goldberg works, he does what anyone would do: he Googles the name on her credit card.There is only one Guinevere Beck in New York City. She has a public Facebook account and Tweets incessantly, telling Joe everything he needs to know: she is simply Beck to her friends, she went to Brown University, she lives on Bank Street, and she’ll be at a bar in Brooklyn tonight—the perfect place for a “chance” meeting.As Joe invisibly and obsessively takes control of Beck’s life, he orchestrates a series of events to ensure Beck finds herself in his waiting arms. Moving from stalker to boyfriend, Joe transforms himself into Beck’s perfect man, all while quietly removing the obstacles that stand in their way—even if it means murder. ...more"
Zealot: The Life and Times of Jesus of Nazareth,£24.70,In stock,3,"Crispian, who has lived in a city of darkness all his life, must make a choice: remain safe in his home, but forever wonder what the mysterious light on the horizon could be--or trust a young woman to guide him to a wonderful realm he's never seen, and risk being deceived and led to a terrible death."
You (You #1),£43.61,In stock,5,"A widely admired writer on religion celebrates agnosticism as the most vibrant, engaging—and ultimately the most honest—stance toward the mysteries of existence. One in four Americans reject any affiliation with organized religion, and nearly half of those under thirty describe themselves as “spiritual but not religious.” But as the airwaves resound with the haranguing of A widely admired writer on religion celebrates agnosticism as the most vibrant, engaging—and ultimately the most honest—stance toward the mysteries of existence. One in four Americans reject any affiliation with organized religion, and nearly half of those under thirty describe themselves as “spiritual but not religious.” But as the airwaves resound with the haranguing of preachers and pundits, who speaks for the millions who find no joy in whittling the wonder of existence to a simple yes/no choice? Lesley Hazleton does. In this provocative, brilliant book, she gives voice to the case for agnosticism, breaks it free of its stereotypes as watered-down atheism or amorphous “seeking,” and celebrates it as a reasoned, revealing, and sustaining stance toward life. Stepping over the lines imposed by rigid conviction, she draws on philosophy, theology, psychology, science, and more to explore, with curiosity and passion, the vital role of mystery in a deceptively information-rich world; to ask what we mean by the search for meaning; to invoke the humbling yet elating perspective of infinity; to challenge received ideas about death; and to reconsider what “the soul” might be. Inspired and inspiring, Agnostic recasts the question of belief not as a problem to be solved but as an invitation to an ongoing, open-ended adventure of the mind. ...more"
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",£37.34,In stock,4,"Some people call Eritrea the “North Korea of Africa.” But to two friends Chenkelo and Misghe, it is home. In the picturesque capital of Asmara, these two educated young men are forced to choose between poverty and hustle as they hide from a national service conscription that would send them to the front lines. Charismatic Misghe is a charmer, a philosopher, and a loving so Some people call Eritrea the “North Korea of Africa.” But to two friends Chenkelo and Misghe, it is home. In the picturesque capital of Asmara, these two educated young men are forced to choose between poverty and hustle as they hide from a national service conscription that would send them to the front lines. Charismatic Misghe is a charmer, a philosopher, and a loving son who is capable of having any woman in the city. But he’s about to flee his oppressive homeland—putting his longtime friendship with Chenkelo at stake. Chenkelo is a consummate hustler, resentful of his lot but in love with his city and his country. He has a poet’s heart whose passion will soon fuel activism and a belief that Eritrea’s beloved national project can yet be saved. Caught between the temptation of the Western dream and duty to their stagnated nation, Misghe and Chenkelo epitomize and transcend the trials and tribulations of an entire African generation. Amid the Chaos depicts the unflinching reality of a restless Eritrea in search of a meaning. ...more"
Wild Swans,£14.36,In stock,2,"All major religions have saints and sages that are pinnacles of love and integrity. Wouldn't your child benefit from having them as role models? Wouldn't it empower your child to know that these saints/sages are real people, some of whom are living right now?In ""Amy Meets the Saints and Sages, A Young Person's Adventures in Spirituality"" your child gets to meet six saints/ All major religions have saints and sages that are pinnacles of love and integrity. Wouldn't your child benefit from having them as role models? Wouldn't it empower your child to know that these saints/sages are real people, some of whom are living right now?In ""Amy Meets the Saints and Sages, A Young Person's Adventures in Spirituality"" your child gets to meet six saints/sages from six different traditions: Islam, Catholicism, Judaism, Native American, Tibetan Buddhism, and Hinduism. Three of the saints/sages are women; three are men. Three are still with us; three have passed on. Your child is introduced to these saints/sages first through a brief but reverent biography. Then second, your child gets to know the saint/sage better through a concrete story. Children love stories and they have a way of sticking to a child for years. And finally, let's make it personal by having the saint/sage and a young person, about your child's age, fictionally interact around the story. It's all fun and engaging for both child and adults.It's for children age 7-12 and is fully illustrated. There is never any attempt to have your child join anything.And, as your child comes to appreciate various religions, a bit more religious tolerance is gained. With that gain a bit more peace has come forth.Find out more at http://www.mychildsprayers.com/amy-me... ...more"
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,£52.65,In stock,4,"Logan Matthews is a father, architect, and widower. He lives in Brooklyn, New York with his three year old son, Liam. His life is as ordinary as any single father with a toddler. Lara Miller is a single mother raising her nine year old daughter, Olivia in New York City, the city that never sleeps. She lives with her roommate, Erin and finds that she enjoys life just the wa Logan Matthews is a father, architect, and widower. He lives in Brooklyn, New York with his three year old son, Liam. His life is as ordinary as any single father with a toddler. Lara Miller is a single mother raising her nine year old daughter, Olivia in New York City, the city that never sleeps. She lives with her roommate, Erin and finds that she enjoys life just the way it is. Logan and Lara have all but given up on love. However, fate has another plan for these parents because they both share something that will draw them together in a way they never thought possible. Their daughter. ...more"
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,£38.20,In stock,4,"Everyone wonders what it's really like in space, but very few of us have ever had the chance to experience it firsthand. This captivating illustrated collection brings together stories from dozens of international astronauts—men and women who've actually been there—who have returned with accounts of the sometimes weird, often funny, and awe-inspiring sensations and realiti Everyone wonders what it's really like in space, but very few of us have ever had the chance to experience it firsthand. This captivating illustrated collection brings together stories from dozens of international astronauts—men and women who've actually been there—who have returned with accounts of the sometimes weird, often funny, and awe-inspiring sensations and realities of being in space. With playful artwork accompanying each, here are the real stories behind backwards dreams, ""moon face,"" the tricks of sleeping in zero gravity and aiming your sneeze during a spacewalk, the importance of packing hot sauce, and dozens of other cosmic quirks and amazements that come with travel in and beyond low Earth orbit. ...more"
What's It Like in Space?: Stories from Astronauts Who've Been There,£19.60,In stock,2,"The teenagers of Gotham City have adopted the “R” and made it their own. A new Robin? No, hundreds of new Robins! The Boy Wonder has inspired a movement in Gotham, where different people of all creeds, colors, genders and religions have donned the “R” insignia to combat crime. But will this clean up the city...or make more trouble for everyone? Collecting WE ARE ROBIN #1-6 The teenagers of Gotham City have adopted the “R” and made it their own. A new Robin? No, hundreds of new Robins! The Boy Wonder has inspired a movement in Gotham, where different people of all creeds, colors, genders and religions have donned the “R” insignia to combat crime. But will this clean up the city...or make more trouble for everyone? Collecting WE ARE ROBIN #1-6 and the sneak peek story from CONVERGENCE: NEW TEEN TITANS #2! ...more"
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",£53.90,In stock,1,"The fantastical tale of a young girl chasing her White Rabbit has delighted children since Lewis Carroll wrote it generations ago. Here his Wonderland shines anew, viewed through the looking glasses of two incomparable artists.Mary Blair's vibrant art helped shape the look of Walt Disney's classic animated film. Collected in a picture book for the first time, her illustrat The fantastical tale of a young girl chasing her White Rabbit has delighted children since Lewis Carroll wrote it generations ago. Here his Wonderland shines anew, viewed through the looking glasses of two incomparable artists.Mary Blair's vibrant art helped shape the look of Walt Disney's classic animated film. Collected in a picture book for the first time, her illustrations capture the essence of such memorable characters as the Queen of Hearts and the Mad Hatter with stunning immediacy. Jon Scieszka's captivating text celebrates all that is curious-and all that is nonsensical-about the world that holds Alice spellbound, from a deliciously absurd tea party to the spectacle of a kingdom of playing cards . Brimming with wit and wonder, this sparkling retelling will enchant readers from the moment Alice falls down the rabbit hole, whether or not they've made the journey before. ...more"
Walt Disney's Alice in Wonderland,£12.96,In stock,5,
V for Vendetta (V for Vendetta Complete),£37.10,In stock,4,
Until Friday Night (The Field Party #1),£46.31,In stock,2,
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",£45.95,In stock,2,
Twenty Yawns,£22.08,In stock,2,
Through the Woods,£25.38,In stock,2,
This Is Where It Ends,£27.12,In stock,2,
The Year of Magical Thinking,£43.04,In stock,2,
The Wright Brothers,£56.80,In stock,4,
The White Queen (The Cousins' War #1),£25.91,In stock,5,
The Wedding Pact (The O'Malleys #2),£32.61,In stock,3,
The Time Keeper,£27.88,In stock,5,
The Testament of Mary,£52.67,In stock,4,
The Star-Touched Queen,£46.02,In stock,5,
The Songs of the Gods,£44.48,In stock,5,
The Song of Achilles,£37.40,In stock,5,
The Rosie Project (Don Tillman #1),£54.04,In stock,1,
The Power of Habit: Why We Do What We Do in Life and Business,£16.88,In stock,3,
The Marriage of Opposites,£28.08,In stock,4,
The Lucifer Effect: Understanding How Good People Turn Evil,£10.40,In stock,1,
The Long Haul (Diary of a Wimpy Kid #9),£44.07,In stock,1,
The Loney,£23.40,In stock,1,
The Literature Book (Big Ideas Simply Explained),£17.43,In stock,3,
The Last Mile (Amos Decker #2),£54.21,In stock,2,
The Immortal Life of Henrietta Lacks,£40.67,In stock,2,
The Hidden Oracle (The Trials of Apollo #1),£52.26,In stock,2,
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,£28.77,In stock,3,
The Guilty (Will Robie #4),£13.82,In stock,2,
The First Hostage (J.B. Collins #2),£25.85,In stock,3,
The Dovekeepers,£48.78,In stock,1,
The Darkest Lie,£35.35,In stock,5,
The Bane Chronicles (The Bane Chronicles #1-11),£44.73,In stock,4,
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,£15.77,In stock,1,
The 14th Colony (Cotton Malone #11),£39.24,In stock,1,
That Darkness (Gardiner and Renner #1),£13.92,In stock,1,
Tastes Like Fear (DI Marnie Rome #3),£10.69,In stock,1,
Take Me with You,£45.21,In stock,3,
Swell: A Year of Waves,£45.58,In stock,1,
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),£11.89,In stock,5,
Still Life with Bread Crumbs,£26.41,In stock,3,
Steve Jobs,£39.50,In stock,5,
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,£44.74,In stock,4,
Someone Like You (The Harrisons #2),£52.79,In stock,5,
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",£35.43,In stock,4,
Shtum,£55.84,In stock,4,
See America: A Celebration of Our National Parks & Treasured Sites,£48.87,In stock,3,
salt.,£46.78,In stock,4,
Robin War,£47.82,In stock,3,
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",£25.48,In stock,2,
Rain Fish,£23.57,In stock,3,
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",£50.89,In stock,5,
Pet Sematary,£10.56,In stock,3,
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",£52.15,In stock,3,
Once Was a Time,£18.28,In stock,2,
Old School (Diary of a Wimpy Kid #10),£11.83,In stock,5,
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,£21.95,In stock,2,
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",£38.39,In stock,2,
My Name Is Lucy Barton,£41.56,In stock,1,
My Mrs. Brown,£24.48,In stock,3,
My Kind of Crazy,£40.36,In stock,1,
Mr. Mercedes (Bill Hodges Trilogy #1),£28.90,In stock,1,
More Than Music (Chasing the Dream #1),£37.61,In stock,2,
Made to Stick: Why Some Ideas Survive and Others Die,£38.85,In stock,5,
Luis Paints the World,£53.95,In stock,3,
Luckiest Girl Alive,£49.83,In stock,3,
Lowriders to the Center of the Earth (Lowriders in Space #2),£51.51,In stock,2,
Love Is a Mix Tape (Music #1),£18.03,In stock,1,
Looking for Lovely: Collecting the Moments that Matter,£29.14,In stock,5,
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",£46.91,In stock,4,
Let It Out: A Journey Through Journaling,£26.79,In stock,5,
Lady Midnight (The Dark Artifices #1),£16.28,In stock,5,
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",£19.55,In stock,1,
Island of Dragons (Unwanteds #7),£29.65,In stock,1,
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,£25.98,In stock,4,
I Am Pilgrim (Pilgrim #1),£10.60,In stock,4,
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",£14.75,In stock,5,
"Hush, Hush (Hush, Hush #1)",£47.02,In stock,3,
Hold Your Breath (Search and Rescue #1),£28.82,In stock,1,
Hamilton: The Revolution,£58.79,In stock,3,
Greek Mythic History,£10.23,In stock,5,
God: The Most Unpleasant Character in All Fiction,£30.03,In stock,5,
Glory over Everything: Beyond The Kitchen House,£45.84,In stock,3,
Feathers: Displays of Brilliant Plumage,£49.05,In stock,3,
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",£15.06,In stock,4,
Every Last Word,£46.47,In stock,3,
Eligible (The Austen Project #4),£27.09,In stock,3,
El Deafo,£57.62,In stock,5,
Eight Hundred Grapes,£14.39,In stock,4,
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",£51.75,In stock,5,
"Eat Fat, Get Thin",£54.07,In stock,2,
Don't Get Caught,£55.35,In stock,1,
Doctor Sleep (The Shining #2),£40.12,In stock,2,
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),£37.51,In stock,5,
Dear Mr. Knightley,£11.21,In stock,5,
Daily Fantasy Sports,£36.58,In stock,1,
